id_bem,identifica,co_iphan,no_logrado,nu_logrado,id_naturez,ds_naturez,codigo_iph,id_classif,ds_classif,id_tipo_be,ds_tipo_be,sg_tipo_be,sintese_be,dt_cadastr
16715,Sítio Aliança I (Torre 493),TO1700350BAST00001,Sem localidade,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
16716,Aliança 1,TO1700350BAST00002,Serra da Vaca Brava,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
16717,Aliança 2,TO1700350BAST00003,Fazenda Dois Irmãos,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
16924,Formiga 6,TO1709807BAST00009,"Fazenda Arvoredo, às márgens do córrego Arvoredo.",,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
16728,Dois Córregos,TO1700707BAST00001,Fazenda Dois Córregos,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
16919,Formiga 3,TO1709807BAST00004,Margem do Rio Tocantins,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
16925,Formiga 8,TO1709807BAST00010,Fazenda Cabeceira de Santa Tereza,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
16920,Formiga 4,TO1709807BAST00005,Sem localidade,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
16754,Crixás,TO1703701BAST00003,Fazenda Santa Tereza,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
16755,Fundo 1,TO1703701BAST00004,Margem esquerda do rio Tocantins e margem direita do córrego Fundo,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
16756,Crixás 3,TO1703701BAST00005,Margem esquerda dos rios Tocantins e Crixás,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
16757,Crixás 1,TO1703701BAST00006,"Margem direita do rio Crixás, junto à estrada que segue para Aliança do Tocantins",,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
16758,Conceição 4,TO1703701BAST00007,Margem esquerda do rio Tocantins e do córrego Conceição,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
16921,Formiga 2,TO1709807BAST00006,Sem localidade,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
16759,Conceição 3,TO1703701BAST00008,"Margem esquerda do rio Tocantins, margem esquerda do ribeirão Conceição",,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
16760,Conceição 2,TO1703701BAST00009,"Margem esquerda do rio Tocantins, margem direita do córrego Conceição",,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
16761,Croá 1,TO1703701BAST00010,Márgem esquerda do Tocantins,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
16762,Cipó,TO1703701BAST00011,Proximidades do córrego do Cipó,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
16763,Conceição 1,TO1703701BAST00012,"Margem esquerda do rio Tocantins, próximo à Brejinho de Nazaré, na margem esquerda do ribe...",,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
16764,Cipó 3,TO1703701BAST00013,Margem direita do córrego do Cipó,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
16766,Barreiro 3,TO1703701BAST00015,"Margem esquerda do rio Tocantins e do córrego Barreiro, um pouco acima da nascente deste.",,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
16767,Barreiro 2,TO1703701BAST00016,"Barreiro ou Cabeceira Verde, margem esquerdado rio Tocantins e do córrego Barreiro",,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
16768,Barreiro 1,TO1703701BAST00017,"Margem esquerda do rio Tocantins, margem esquerda do córrego Barreiro",,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
16769,Muro de Pedras,TO1703701BAST00018,Margem esquerda do Tocantins,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
16770,Vidros 1,TO1703701BAST00019,"Margem esquerda do rio Tocantins, margem direita do córrego dos Vidros, entrando na Fazenda União",,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
16771,Vidros 2,TO1703701BAST00020,"Margem esquerda do rio Tocantins, próximo à margem esquerda do ribeirão Vidros",,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
16772,Angico 1,TO1703701BAST00021,Margem esquerda do rio Tocantins e do córrego Angico,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
16773,Saco do Porto 1,TO1703701BAST00022,"Margem esquerda do rio Tocantins, na região do Saco do Porto.",,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
16774,Areia Grossa 1,TO1703701BAST00023,"Margem esquerda do Tocantins, Fazenda Carreira Comprida, no local conhecido como Areia Grossa",,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
16922,Formiga 9,TO1709807BAST00007,Fazenda Espírito Santo (desmembrada da fazenda Santo Antônio),,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
16928,Lajeado 32,TO1712009BAST00004,"Margem direita do rio Tocantins, a cerca de 150m do Lajedo 31, distante 15m da encosta.",,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
16856,Canadá I,TO1707652BAST00004,Fazenda Canadá,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
16929,Lajeado 30,TO1712009BAST00005,"Margem direita do rio Tocantins, em frente à Ilha do Descaneio.",,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
16909,Tanabi,TO1709500BAST00005,Fazenda Tanabi,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
16910,Mata do Canaã,TO1709500BAST00006,Fazenda Canaã,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
16911,Pequizeiro,TO1709500BAST00007,Fazenda Santo Antônio,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
16923,Formiga 7,TO1709807BAST00008,"Fazenda Arvoredo, divisa com Fazenda Cabeceira",,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
16912,Água Franca I,TO1709500BAST00008,Fazenda Nova Esperança,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
16913,Água Franca II,TO1709500BAST00009,Fazenda Jandira,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
16914,Cinco Irmãos II,TO1709500BAST00010,Fazenda Arantes,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
16915,Santo Antônio 6,TO1709500BAST00011,"Condomínio Santo Antônio, margem esquerda do rio Santo Antônio.",,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
16916,Capela Nossa Senhora da Abadia,TO1709807BAST00001,Distrito de São Francisco,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
16917,Cemitério Ipueiras Velha,TO1709807BAST00002,Fazenda Tocantins,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
16918,Ipueiras Velha,TO1709807BAST00003,Sem localidade,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
16931,Lajeado 8,TO1712009BAST00007,"Distante 70m do rio Tocantins, entre dois pequenos córregos com água apenas em épocas de c...",,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
16932,Lajeado 44,TO1712009BAST00008,"Margem esquerda do rio Tocantins, altura do eixo da barragem.",,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
16933,Lajeado 43,TO1712009BAST00009,Ilha na margem esquerda do rio Tocantins,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
16934,Lajeado 29,TO1712009BAST00010,Margem direita do rio Tocantins,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
16935,Lajeado 42,TO1712009BAST00011,"Ilha na margem esquerda do rio Tocantins, na altura do eixo da barragem.",,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
16936,Pilões 1,TO1712009BAST00012,"A sul de Lajeado, a 300-400m da margem direita do Tocantins, na altura ca cachoeira dos Ma...",,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
16937,Lajeado 12,TO1712009BAST00013,À aproximadamente 500m de Lajeado 9 e 200m de Lajeado 2/ à aproximadamente100m do rio Tocantins.,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
16938,Lajeado 41,TO1712009BAST00014,Ilha na margem esquerda do rio Tocantins.,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
16939,Lajeado 2,TO1712009BAST00015,Margem direita do Tocantins a 600m rio abaixo do eixo da barragem de Lajeado,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
16940,Lajedo 13,TO1712009BAST00016,"Entre a estrada velha e o rio Tocantins, à aproximadamente 900m do rio, a noroeste de Lajeado 8.",,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
16941,Lajeado 27,TO1712009BAST00017,"Margem direita do rio Tocantins, 200m ao sul de Lajeado 26.",,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
16942,Lajeado 4,TO1712009BAST00018,"À 500m do rio Tocantins, na margem direita.",,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
16943,Lajeado 25,TO1712009BAST00019,Ilha em frente ao rio Lajeado,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
16944,Lajeado 31,TO1712009BAST00020,"Margem direita do rio Tocantins, a cerca de 250m do Lajeado 30.",,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
16945,Lajeado 1,TO1712009BAST00021,Sem localidade,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
16946,Lajeado 10,TO1712009BAST00022,Sem localidade,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
16947,Lajeado 20,TO1712009BAST00023,"Margem direita do rio Tocantins, próximo à desembocadura do rio Lajeado no Tocantins.",,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
16948,Lajeado 24,TO1712009BAST00024,"Localizado na ilha fluvial no rio Tocantins, em frente à foz do rio Lajeado",,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
16949,Lajeado 22,TO1712009BAST00025,Margem direita do rio Tocantins,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
16950,Lajeado 16,TO1712009BAST00026,Sem localidade,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
16951,Lajedo 23,TO1712009BAST00027,Margem direita do rio Tocantins.,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
16952,Lajeado 6,TO1712009BAST00028,"Localizado a aproximadamente 15m do rio Tocantins, na margem direita, a esquerda da Estrada Velha",,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
16953,Lajeado 14,TO1712009BAST00029,Entre a estrada velha para Palmas e o rio Tocantins. Há um pequeno córrego que deságua no ...,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
16954,Lajeado 7,TO1712009BAST00030,Sem localidade,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
16958,Mirindiba 7,TO1712009BAST00034,Margem direita do rio Tocantins,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
16959,Lajeado 15,TO1712009BAST00035,Distante 200m da estrada asfaltada que liga Lajeado à Palmas . Distante aproximadamente 5k...,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
16960,Mirindiba 8,TO1712009BAST00036,Margem direita do rio Tocantins e margem esquerda do córrego Todos os Santos.,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
16961,Pilões 11,TO1712009BAST00037,Margem direita do rio Tocantins,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
16962,Pilões 2,TO1712009BAST00038,"A cerca de 800m da margem direita do Tocantins, na beira da estrada, aproximadamente km49....",,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
16976,Pilões 8,TO1712009BAST00052,Sem localidade,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
16963,Mirindiba 9,TO1712009BAST00039,Margem direita do rio Tocantins e margem esquerda do córrego Todos os Santos.,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
16964,Pilões 19,TO1712009BAST00040,Margem direita do rio Tocantins e do córrego Todos os Santos,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
16965,Pilões 17,TO1712009BAST00041,Margem direita do rio Tocantins,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
16966,Pilões 15,TO1712009BAST00042,Margem direita do rio Tocantins,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
16967,Pilões 14,TO1712009BAST00043,Margem direita do rio Tocantins,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
16968,Pilões 3,TO1712009BAST00044,Fazenda dos Pilões,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
16970,Pilões 7,TO1712009BAST00046,"Na área da antiga Fazenda Pilões, entre a estrada e o Tocantins em área informada como ant...",,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
16971,Pilões 12,TO1712009BAST00047,Margem direita do rio Tocantins,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
16972,Lagoa Redonda 1,TO1712009BAST00048,"Margem direita do rio Tocantins, dentro da área de inundação em uma área de cerrado",,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
16973,Pilões 6,TO1712009BAST00049,Sem localidade,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
16974,Pilões 5,TO1712009BAST00050,Fazenda dos Pilões,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
16975,Brejo Redondo 3,TO1712009BAST00051,Sem localidade,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
16977,Pilões 9,TO1712009BAST00053,Fazenda Lagoa Redonda - dentro da área de inundação,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
16978,Brejo Redondo 1,TO1712009BAST00054,Localiza-se na Fazenda Brejo Redondo,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
16979,Lajeado 19,TO1712009BAST00055,"Vale do Lajeado, alfuente direto do rio Tocantins",,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
16980,Lajeado 48,TO1712009BAST00056,Margem direita do Tocantins,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
16981,Lajeado 47,TO1712009BAST00057,Margem direita do rio Tocantins,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
17297,Água Fria 4,TO1721000BAST00078,Sem localidade,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
17298,Sítio Varjão,TO1721000BAST00079,"Fazenda Varjão, margem direita do Rio Taquarussu Grande, afluente do Rio Tocantins.",,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
17022,Boi 1,TO1713205BAST00040,Margem esquerda do rio Tocantins,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
16994,Monte Verde,TO1713205BAST00012,Fazenda Nova Olinda,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
16995,Santa Luzia 2,TO1713205BAST00013,Margem esquerda do rio Tocantins e margem esquerda do córrego Santa Luzia.,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
16996,ITAÚBA,TO1713205BAST00014,FAZENDA ITAÚBA,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
16997,Abacaxi,TO1713205BAST00015,Chacara Boa Esperança,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
16998,Cipó,TO1713205BAST00016,Fazenda Modelo,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
16999,Miracema do Tocantins 3,TO1713205BAST00017,Margem esquerda do rio Tocantins,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
17015,Bacabinha 1,TO1713205BAST00033,Sem localidade,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
17000,Curral Velho,TO1713205BAST00018,Chacara Boa Sorte,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
17001,Gameleira 2,TO1713205BAST00019,Sem localidade,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
17002,Miracema do Tocantins 5,TO1713205BAST00020,Margem esquerda do rio Tocantins. O sítio é cortado pela estrada que liga a UHE Lajeado à ...,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
17003,Cedro 1,TO1713205BAST00021,Sem localidade,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
17004,Miracema do Tocantins 4,TO1713205BAST00022,Margem esquerda do Tocantins,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
17299,Abrigo da Jiboinha,TO1721000BAST00080,Sem localidade,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
17005,Santa Luzia 3,TO1713205BAST00023,"Margem esquerda do rio Tocantins e margem esquerda do córrego santa Luzia, no afluente Vão Fundo",,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
17006,Miracema do Tocantins 2,TO1713205BAST00024,Margem esquerda do rio Tocantins,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
17007,Miracema do Tocantins 1,TO1713205BAST00025,Sem localidade,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
17008,Cedro 2,TO1713205BAST00026,Sem localidade,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
17009,Cedro 3,TO1713205BAST00027,Margem direita do córrego Brejão,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
17327,Água Suja 8,TO1718204BAST00015,Margem esquerda do rio Água Suja e margem direita do rio Tocantins,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
17010,Correntinho I,TO1713205BAST00028,Fazenda Chapéu,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
17011,SÃO JUDAS TADEU I,TO1713205BAST00029,Sem localidade,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
17012,Gameleira 1,TO1713205BAST00030,Sem localidade,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
17013,SÃO JUDAS TADEU III,TO1713205BAST00031,FAZENDA SÃO JUDAS TADEU,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
17014,Serrinha,TO1713205BAST00032,Fazenda Serrinha,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
17016,Córrego Grande 1,TO1713205BAST00034,Sem localidade,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
17017,Porteira,TO1713205BAST00035,Sem localidade,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
17018,Miracema do Tocantins 6,TO1713205BAST00036,Margem esquerda do rio Tocantins,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
17019,Emas 2,TO1713205BAST00037,"Margem esquerda do rio Tocantins, vila das Emas",,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
17020,Emas 1,TO1713205BAST00038,Margem esquerda do rio Tocantins,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
17021,Lajeado 38,TO1713205BAST00039,Bloco de arenito na margem esquerda do rio Tocantins.,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
17023,Abrigo Mutamba,TO1713205BAST00041,Margem esquerda do rio Tocantins,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
17024,Chiquinha 2,TO1713205BAST00042,Margem esquerda do rio Tocantins,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
17025,Surucuiu 1,TO1713205BAST00043,Sem localidade,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
17026,Surucuiu 3,TO1713205BAST00044,Margem esquerda do rio Tocantins,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
17027,Chiquinha 1,TO1713205BAST00045,Margem esquerda do rio Tocantins,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
17028,Surucuiu 4,TO1713205BAST00046,Margem esquerda do rio Tocantins,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
17029,Surucuiu 2,TO1713205BAST00047,"Margem esquerda do rio Tocantins, à beira do córrego Surucuiu",,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
17295,Santuário 1,TO1721000BAST00076,"Frontão da serra em frente à cidade, um pouco ao norte.",,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
17296,Abrigo Xavier,TO1721000BAST00077,Sem localidade,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
17257,Taquarussu 6,TO1721000BAST00038,"Margem esquerda do ribeirão Taquarussu, chácara 83",,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
17258,Taquarussu 3,TO1721000BAST00039,"Margem esquerda do ribeirão Taquarussu, margem direita do rio Tocantins",,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
17259,Porto de Areia 1,TO1721000BAST00040,Localizado no bairro do Landi,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
17289,Água Fria 16,TO1721000BAST00070,"Bacia do Água Fria, margem esquerda",,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
17290,Água Fria 1,TO1721000BAST00071,Caminho de acesso para o abrigo rupestre Vão Grande.,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
17244,Sítio Pedra Grande,TO1721000BAST00025,Margem direita do Córrego Macacão / Estaca 312 da estrada,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
17245,Sítio Santa Fé,TO1721000BAST00026,Margem direita do Córrego Macacão,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
17246,Água Fria 6,TO1721000BAST00027,Junto às margens do Tocantins,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
17247,Água Fria 7,TO1721000BAST00028,"Próximo às barrancas do rio Tocantins, margem direita do córrego Água Fria",,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
17248,Água Fria 9,TO1721000BAST00029,"Junto à margem direita do rio Água Fria, bastante próximo à sua barra com o Tocantins",,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
17249,Água Fria 5,TO1721000BAST00030,Margem direita do rio Tocantins e do Água Fria,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
17250,Água Fria 8,TO1721000BAST00031,"Margem direita de um pequeno brejo que deságua no Água Fria que, por sua vez, deságua no r...",,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
17251,Prata 1,TO1721000BAST00032,"Bairro da Canela, gleba 1, margem direita do rio Tocantins.",,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
17291,Água Fria 25,TO1721000BAST00072,Sem localidade,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
17252,Taquarassu 4,TO1721000BAST00033,Margem direita do rio Tocantins e do ribeirão Taquarassu,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
17253,Atoleiro,TO1721000BAST00034,"Bairro Atoleiro, 300m à oeste do rio Tocantins. Antiga Fazenda Santa Isabel.",,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
17254,Ascenção,TO1721000BAST00035,A 14m da margem esquerda do córrego Ascenção. Antiga Fazenda Ascenção.,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
17255,São João 1,TO1721000BAST00036,Margem direita do ribeirão São João,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
17256,Taquarussu 5,TO1721000BAST00037,Margem esquerda do ribeirão Taquarassu,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
17260,Taquarussu 7,TO1721000BAST00041,Confluência do ribeirão Taquarussu (margem esquerda) e córrego Taquari,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
17261,Landi 1,TO1721000BAST00042,"Antiga Fazenda Landi, chamada pelos moradores apenas de Landi.",,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
17262,Jaú 2,TO1721000BAST00043,"Bairro Jaú, margem esquerda do ribeirão Jaú",,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
17263,Jaú 3,TO1721000BAST00044,"Bairro Jaú, margem esquerda do ribeirão Jaú",,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
17292,Água Fria 2,TO1721000BAST00073,"Junto à serra do Lajeado, a 60m de pequena aguada intermitente",,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
17264,Jaú,TO1721000BAST00045,"Bairro Jaú, margem direita do ribeirão Jaú",,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
17265,Jauzinho 2,TO1721000BAST00046,"Fazenda Santo André, divisa do córrego Jauzinho",,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
